[NODES]
109 72 94 93 2
110 73 74 95 2
111 73 95 94 2
112 74 75 96 2
113 74 96 95 2
114 75 76 97 2
115 75 97 96 2
116 76 77 98 2
117 76 98 97 2
118 77 78 99 2
119 77 99 98 2
120 84 85 106 1
121 84 106 105 1
122 85 86 107 1
123 85 107 106 1
124 86 87 108 1
125 86 108 107 1
126 87 88 109 1
127 87 109 108 1
128 88 89 110 1
129 88 110 109 1
130 89 90 111 1
131 89 111 110 1
132 90 91 112 2
133 90 112 111 2
134 91 92 113 2
135 91 113 112 2
136 92 93 114 2
137 92 114 113 2
138 93 94 115 2
139 93 115 114 2
140 94 95 116 2
141 94 116 115 2
142 95 96 117 2
143 95 117 116 2
144 96 97 118 2
145 96 118 117 2
146 97 98 119 2
147 97 119 118 2
148 98 99 120 2
149 98 120 119 2
150 105 106 111 1
151 111 106 112 2
152 106 107 112 2
153 107 108 113 2
154 108 109 114 2
155 109 110 115 2
156 110 111 116 2
157 111 112 117 2
158 112 113 118 2
159 113 114 119 2
160 114 115 120 2

[ZONES]
1 1.0e-6 1.0e-6 25.0e3 28.0 0.0 18.5e3 0.35 0.5 1.3 0.1
2 5.0e-6 5.0e-6 15.0e3 22.0 0.0 19.0e3 0.40 0.8 1.2 0.15

[BOUNDARY]
0 pressure 0.0 0.0 86400.0
1 pressure 0.0 0.0 86400.0
2 pressure 0.0 0.0 86400.0
3 pressure 0.0 0.0 86400.0
4 pressure 0.0 0.0 86400.0
5 pressure 0.0 0.0 86400.0
105 rainfall 1.0e-6 0.0 43200.0
106 rainfall 1.0e-6 0.0 43200.0
107 rainfall 1.0e-6 0.0 43200.0
108 rainfall 1.0e-6 0.0 43200.0
109 rainfall 1.0e-6 0.0 43200.0
110 rainfall 1.0e-6 0.0 43200.0
111 rainfall 1.0e-6 0.0 43200.0
112 rainfall 1.0e-6 0.0 43200.0
113 rainfall 1.0e-6 0.0 43200.0
114 rainfall 1.0e-6 0.0 43200.0
115 rainfall 1.0e-6 0.0 43200.0
116 rainfall 1.0e-6 0.0 43200.0
117 rainfall 1.0e-6 0.0 43200.0
118 rainfall 1.0e-6 0.0 43200.0
119 rainfall 1.0e-6 0.0 43200.0
120 rainfall 1.0e-6 0.0 43200.0
121 rainfall 1.0e-6 0.0 43200.0
122 rainfall 1.0e-6 0.0 43200.0
123 rainfall 1.0e-6 0.0 43200.0
124 rainfall 1.0e-6 0.0 43200.0
125 rainfall 1.0e-6 0.0 43200.0
